name,platform,year_of_release,genre,na_sales,eu_sales,jp_sales,other_sales,critic_score,user_score,rating
Wakeboarding Unleashed Featuring Shaun Murray,GBA,2003,Sports,0.01,0.01,0.0,0.0,67.0,,E
Last Escort,PS2,2006,Adventure,0.0,0.0,0.02,0.0,,,unknown
Kikou Heidan J-Phoenix: Cobalt Shoutaihen,PS2,2002,Action,0.0,0.0,0.02,0.0,,,unknown
SAW,PC,2009,Action,0.0,0.02,0.0,0.0,55.0,60.0,M
World Championship Poker featuring Howard Lederer: All In,Wii,2006,Misc,0.02,0.0,0.0,0.0,,,T
Meikyuu Cross Blood: Reloaded,X360,2011,Action,0.0,0.0,0.02,0.0,,,unknown
Livly Garden,DS,2010,Simulation,0.0,0.0,0.02,0.0,,,unknown
Nicktoons Collection: Game Boy Advance Video Volume 3,GBA,2005,Misc,0.01,0.01,0.0,0.0,,,unknown
The Awakened Fate Ultimatum,PS3,2014,Role-Playing,0.0,0.0,0.02,0.0,65.0,73.0,T
Spider-Man 3,PC,2007,Platform,0.02,0.0,0.0,0.0,62.0,71.0,T
Xblaze: Lost Memories,PS3,2015,Adventure,0.02,0.0,0.0,0.0,63.0,62.0,M
Elminage III: Ankoku no Shito to Yaiyou no Kyuuden,PSP,2011,Role-Playing,0.0,0.0,0.02,0.0,,,unknown
Commando: Steel Disaster,DS,2008,Shooter,0.02,0.0,0.0,0.0,64.0,,E10+
Aria: The Natural ~Tooi Yume no Mirage~,PS2,2006,Adventure,0.0,0.0,0.02,0.0,,,unknown
Fallout Trilogy,PC,2004,Role-Playing,0.0,0.02,0.0,0.0,,89.0,M
Katekyoo Hitman Reborn! Dream Hyper Battle! Wii,Wii,2008,Fighting,0.0,0.0,0.02,0.0,,,unknown
Natalie Brooks: Mystery at Hillcrest High,DS,2012,Action,0.0,0.02,0.0,0.0,,,unknown
Gal Gun,PS3,2012,Shooter,0.0,0.0,0.02,0.0,,,unknown
Hakuouki: Yuugi Roku DS,DS,2011,Adventure,0.0,0.0,0.02,0.0,,,unknown
Shonen Jump's Shaman King: Master of Spirits 2,GBA,2005,Role-Playing,0.01,0.01,0.0,0.0,,,unknown
Toki no Kizuna: Hanayui Tsuzuri,PSP,2013,Adventure,0.0,0.0,0.02,0.0,,,unknown
Rinne no Lagrange: Kamogawa Days,PS3,2012,Adventure,0.0,0.0,0.02,0.0,,,unknown
Code R,SAT,1998,Adventure,0.0,0.0,0.02,0.0,,,unknown
The Idolmaster: Gravure For You! Vol.8,PS3,2012,Action,0.0,0.0,0.02,0.0,,,unknown
Spirits and Demons: 5 Game Pack,PC,2015,Misc,0.0,0.02,0.0,0.0,,,unknown
Disney Sports Football,GBA,2002,Sports,0.01,0.01,0.0,0.0,62.0,,E
Chicken Hunter,DS,2007,Shooter,0.02,0.0,0.0,0.0,39.0,,E10+
Net High,PSV,2015,Adventure,0.0,0.0,0.02,0.0,,,unknown
Kao Challengers,PSP,2005,Platform,0.02,0.0,0.0,0.0,57.0,,E
Hakuoki: Shinkai - Furi no Shou,PSV,2015,Action,0.0,0.0,0.02,0.0,,,unknown
Jake Hunter: Detective Chronicles,DS,2008,Adventure,0.02,0.0,0.0,0.0,47.0,,T
Spider-Man: Web of Shadows,PC,2008,Action,0.0,0.02,0.0,0.0,52.0,78.0,T
Demolition Company: Gold Edition,PC,2011,Simulation,0.0,0.02,0.0,0.0,,,unknown
Onechanbara Special,PSP,2011,Action,0.0,0.0,0.02,0.0,,,unknown
Headhunter: Redemption,XB,2004,Action,0.02,0.0,0.0,0.0,59.0,68.0,M
Jewel Master: Cradle Of Rome 2,DS,2011,Puzzle,0.0,0.02,0.0,0.0,,,E
Daikaijuu Battle: Ultra Coliseum,Wii,2008,Fighting,0.0,0.0,0.02,0.0,,,unknown
Saki: Achiga-Hen Portable,PSP,2013,Adventure,0.0,0.0,0.02,0.0,,,unknown
Minna de Dokusho: Keatai Shousetsu Desu,PSP,2008,Misc,0.0,0.0,0.02,0.0,,,unknown
Polar Bowler,DS,2008,Sports,0.02,0.0,0.0,0.0,,,E
Prehistorik Man,GBA,2001,Platform,0.01,0.01,0.0,0.0,69.0,,E
Winter Sports 2011,X360,2011,Sports,0.0,0.02,0.0,0.0,,,unknown
F1 2002,GBA,2002,Racing,0.01,0.01,0.0,0.0,,,E
Chicago Enforcer,XB,2005,Shooter,0.02,0.0,0.0,0.0,33.0,28.0,M
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.7,PS3,2015,Misc,0.0,0.0,0.02,0.0,,,unknown
The Lord of the Rings Online: Mines of Moria,PC,2008,Role-Playing,0.0,0.02,0.0,0.0,85.0,82.0,T
Chevrolet Camaro: Wild Ride,DS,2010,Racing,0.02,0.0,0.0,0.0,,,E
Jinguuji Saburou DS: Akai Chou,DS,2010,Adventure,0.0,0.0,0.02,0.0,,,unknown
Carmageddon: Max Damage,XOne,2016,Action,0.01,0.01,0.0,0.0,52.0,71.0,M
Stormrise,PC,2009,Strategy,0.0,0.02,0.0,0.0,42.0,49.0,M
Dance Dance Revolution Extra Mix,PS,2001,Simulation,0.0,0.0,0.02,0.0,,,unknown
UnchainBlades EXXiV,PSP,2012,Role-Playing,0.0,0.0,0.02,0.0,,,unknown
Meitantei Conan: Kieta Hakase to Machigai Sagashi no Tou,DS,2008,Adventure,0.0,0.0,0.02,0.0,,,unknown
Nobunaga's Ambition: Tenshouki with Power-Up Kit HD Version,PSV,2015,Strategy,0.0,0.0,0.02,0.0,,,unknown
Super Bowling,N64,1999,Sports,0.02,0.0,0.0,0.0,,,unknown
Rat Attack!,N64,2000,Puzzle,0.02,0.0,0.0,0.0,,,unknown
Kawaii Koinu DS 3,DS,2010,Simulation,0.0,0.0,0.02,0.0,,,unknown
Hoppie,DS,2011,Platform,0.02,0.0,0.0,0.0,,,E
Chuugen no Hasha: Sangoku Shouseiden,PSP,2006,Strategy,0.0,0.0,0.02,0.0,,,unknown
Resident Evil 4 HD,XOne,2016,Shooter,0.02,0.0,0.0,0.0,,,unknown
Largo Winch .// Commando Sar,PS,2002,Adventure,0.01,0.01,0.0,0.0,,,unknown
Joker no Kuni no Alice: Wonderful Wonder World,PSP,2011,Adventure,0.0,0.0,0.02,0.0,,,unknown
Cross Treasures,DS,2009,Role-Playing,0.0,0.0,0.02,0.0,,,unknown
Painkiller,PC,2004,Shooter,0.0,0.02,0.0,0.0,81.0,81.0,M
Ruff Trigger: The Vanocore Conspiracy,PS2,2006,Platform,0.01,0.01,0.0,0.0,57.0,70.0,E10+
Fast & Furious: Showdown,PS3,2013,Action,0.0,0.02,0.0,0.0,,,unknown
Princess Isabella: A Witch's Curse,Wii,2010,Adventure,0.02,0.0,0.0,0.0,,,E
Casper's Scare School: Spooky Sports Day,Wii,2009,Sports,0.02,0.0,0.0,0.0,,,E
War Leaders: Clash of Nations,PC,2009,Strategy,0.0,0.02,0.0,0.0,,64.0,T
Ferrari Challenge Trofeo Pirelli Deluxe,Wii,2009,Racing,0.0,0.02,0.0,0.0,,,unknown
Silent Bomber,PS,1999,Action,0.01,0.01,0.0,0.0,,,unknown
Samurai & Dragons,PSV,2012,Action,0.0,0.0,0.02,0.0,,,unknown
Elminage Original: Majo to Megami to Kamigami no Yubiwa,PSP,2011,Role-Playing,0.0,0.0,0.02,0.0,,,unknown
PDC World Championship Darts: Pro Tour,X360,2010,Sports,0.0,0.02,0.0,0.0,,,unknown
TalkMan,PSP,2006,Misc,0.0,0.0,0.02,0.0,,,unknown
RollerCoaster Tycoon World,PC,2016,Simulation,0.0,0.02,0.0,0.0,43.0,24.0,E
Oil Rush,PC,2012,Strategy,0.0,0.02,0.0,0.0,67.0,65.0,unknown
XGRA: Extreme G Racing Association,XB,2003,Racing,0.02,0.0,0.0,0.0,66.0,68.0,T
Arslan: The Warriors of Legend,XOne,2016,Action,0.01,0.0,0.0,0.0,,58.0,T
Darksiders: Warmastered Edition,PS4,2016,Action,0.02,0.0,0.0,0.0,79.0,85.0,M
Uta no * Prince-Sama,PSP,2010,Adventure,0.0,0.0,0.02,0.0,,,unknown
Agatha Christie: The ABC Murders,PC,2016,Adventure,0.0,0.02,0.0,0.0,66.0,85.0,unknown
Elminage Gothic: Ulm Zakir to Yami no Gishiki,PSP,2012,Role-Playing,0.0,0.0,0.02,0.0,,,unknown
Planetarium Creator Ohira Takayuki Kanshuu: HomeStar Portable - 21st Century Star Navigator,PSP,2006,Misc,0.0,0.0,0.02,0.0,,,unknown
Crayon Shin-Chan: Uchuu de Achoo!? Yuujou no Oba-Karate!!,3DS,2011,Action,0.0,0.0,0.02,0.0,,,unknown
Mushishi: Amefuru Sato,DS,2008,Simulation,0.0,0.0,0.02,0.0,,,unknown
Timmy Time,DS,2011,Action,0.0,0.02,0.0,0.0,,,unknown
Arcana Famiglia: Vascello Phantasma no Majutsushi,PSP,2012,Action,0.0,0.0,0.02,0.0,,,unknown
Lara Croft and the Temple of Osiris,PC,2014,Action,0.0,0.02,0.0,0.0,73.0,54.0,T
The Legend of Heroes: Trails in the Sky Second Chapter,PS3,2013,Role-Playing,0.0,0.0,0.02,0.0,,,unknown
Airport Simulator,PC,2011,Simulation,0.0,0.02,0.0,0.0,,,unknown
Motocross Mania 3,XB,2005,Racing,0.01,0.0,0.0,0.0,38.0,36.0,T
Winning Post 7: Maximum 2007,PS2,2007,Sports,0.0,0.0,0.02,0.0,,,unknown
ESPN MLS ExtraTime 2002,GC,2002,Sports,0.02,0.0,0.0,0.0,68.0,,E
Strike Witches: Anata to Dekiru Koto - A Little Peaceful Days,PS2,2010,Action,0.0,0.0,0.02,0.0,,,unknown
Vitamin R,PSP,2013,Adventure,0.0,0.0,0.02,0.0,,,unknown
Angelique Retour,PSV,2015,Action,0.0,0.0,0.02,0.0,,,unknown
Fist of the North Star: Ken's Rage 2,WiiU,2013,Fighting,0.0,0.0,0.02,0.0,40.0,58.0,M
Blazing Angels: Squadrons of WWII,PC,2006,Simulation,0.02,0.0,0.0,0.0,65.0,46.0,T
Hellgate: London,PC,2007,Role-Playing,0.0,0.02,0.0,0.0,70.0,63.0,M
Gakuen K: Wonderful School Days,PSP,2014,Adventure,0.0,0.0,0.02,0.0,,,unknown
Dragon Ball Z: Buu's Fury / Dragon Ball GT: Transformation,GBA,2006,Action,0.01,0.01,0.0,0.0,,,unknown
Guitar Freaks V2 & DrumMania V2,PS2,2006,Simulation,0.0,0.0,0.02,0.0,,,unknown
Backyard Baseball '09,PS2,2008,Sports,0.01,0.01,0.0,0.0,,,E
Dynasty Warriors 8: Empires,PSV,2015,Action,0.0,0.0,0.02,0.0,70.0,74.0,T
Puzzle City,DS,2009,Puzzle,0.02,0.0,0.0,0.0,,,E
Dance! It's Your Stage,PS3,2011,Misc,0.0,0.02,0.0,0.0,,,unknown
CV Casting Voice,PS3,2014,Adventure,0.0,0.0,0.02,0.0,,,unknown
Pastel Chime Continue,PSP,2010,Adventure,0.0,0.0,0.02,0.0,,,unknown
Zwei!!,PSP,2008,Role-Playing,0.0,0.0,0.02,0.0,,,unknown
The Sims 2: Happy Holiday Stuff,PC,2006,Simulation,0.01,0.01,0.0,0.0,,,T
Ro-Kyu-Bu! Lost Secret,PSP,2013,Adventure,0.0,0.0,0.02,0.0,,,unknown
Pump It Up: Exceed,XB,2005,Misc,0.01,0.0,0.0,0.0,74.0,75.0,T
Tenkai Knights: Brave Battle,3DS,2014,Action,0.01,0.01,0.0,0.0,26.0,24.0,E10+
TOCA Race Driver 3,PC,2006,Racing,0.0,0.02,0.0,0.0,84.0,78.0,E10+
Malice,PS2,2004,Platform,0.01,0.01,0.0,0.0,51.0,,T
Devil Survivor: Over Clock,3DS,2015,Strategy,0.0,0.0,0.02,0.0,,,unknown
Defendin' De Penguin,DS,2008,Strategy,0.02,0.0,0.0,0.0,,,unknown
Sega Ages 2500 Series Vol. 32: Phantasy Star Complete Collection,PS2,2008,Role-Playing,0.0,0.0,0.02,0.0,,,unknown
Kokoro Connect: Yochi Random,PSP,2012,Action,0.0,0.0,0.02,0.0,,,unknown
Littlest Pet Shop,PC,2008,Simulation,0.0,0.02,0.0,0.0,,,E
Warship Gunner 2 Portable,PSP,2009,Simulation,0.0,0.0,0.02,0.0,,,unknown
Downtown Nekketsu Jidaigek,3DS,2015,Action,0.0,0.0,0.02,0.0,,,unknown
B-17: Fortress in the Sky,DS,2007,Simulation,0.02,0.0,0.0,0.0,38.0,,E10+
Spanish for Everyone!,DS,2007,Puzzle,0.02,0.0,0.0,0.0,,,unknown
Battle Princess of Arcadias,PS3,2013,Role-Playing,0.0,0.0,0.02,0.0,69.0,79.0,T
Chuck E. Cheese's Super Collection,Wii,2011,Action,0.02,0.0,0.0,0.0,,,E
Runaway: A Twist of Fate,DS,2099,Adventure,0.0,0.02,0.0,0.0,66.0,,T
Uchuu Keiji Tamashii: The Space Sheriff Spirits,PS2,2006,Action,0.0,0.0,0.02,0.0,,,unknown
X-Plane 10 Global,PC,2013,Simulation,0.0,0.02,0.0,0.0,,,unknown
Drakensang: The Dark Eye,PC,2009,Role-Playing,0.02,0.0,0.0,0.0,,,unknown
WRC 2: FIA World Rally Championship,PC,2011,Racing,0.0,0.02,0.0,0.0,,,unknown
Car Battler Joe,GBA,2001,Role-Playing,0.01,0.01,0.0,0.0,77.0,,E
StormLover Karen!!,PSP,2011,Adventure,0.0,0.0,0.02,0.0,,,unknown
Digimon Rumble Arena 2,XB,2004,Fighting,0.01,0.0,0.0,0.0,65.0,88.0,T
Steins;Gate: Hiyoku Renri no Darling,PS3,2012,Adventure,0.0,0.0,0.02,0.0,,,unknown
Ten Pin Alley 2,Wii,2008,Sports,0.02,0.0,0.0,0.0,30.0,,E
Coded Soul: Uke Keigareshi Idea,PSP,2008,Role-Playing,0.0,0.0,0.02,0.0,,,unknown
AIR,PSP,2007,Adventure,0.0,0.0,0.02,0.0,,,unknown
Hana to Otome ni Shukufuku o: Harekaze no Okurimono,PS2,2010,Adventure,0.0,0.0,0.02,0.0,,,unknown
Otoko Yukaku,PSV,2015,Action,0.0,0.0,0.02,0.0,,,unknown
Mount & Blade Collection,PC,2012,Role-Playing,0.0,0.02,0.0,0.0,,,unknown
Ridge Racer Unbounded,PC,2012,Racing,0.0,0.02,0.0,0.0,72.0,60.0,T
Mortal Kombat,PC,1994,Fighting,0.02,0.0,0.0,0.0,,,unknown
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.5,PS3,2015,Action,0.0,0.0,0.02,0.0,,,unknown
Virtua Pro Football,PS2,2006,Sports,0.0,0.0,0.02,0.0,,,unknown
Date-A-Live Twin Edition: Rio Reincarnation,PSV,2015,Action,0.0,0.0,0.02,0.0,,,unknown
Adidas Power Soccer 98,PS,1998,Sports,0.01,0.01,0.0,0.0,,,unknown
Natsuiro High School: Seishun Hakusho,PS4,2015,Action,0.0,0.0,0.02,0.0,,,unknown
Yu-Gi-Oh! 5D's Wheelie Breakers (JP sales),Wii,2099,Racing,0.0,0.0,0.02,0.0,,,unknown
Heroes VS,PSP,2013,Fighting,0.0,0.0,0.02,0.0,,,unknown
Mini Ninjas,PC,2009,Action,0.0,0.02,0.0,0.0,74.0,83.0,E10+
Sotsugyou II: Neo Generation Special,3DO,1995,Simulation,0.0,0.0,0.02,0.0,,,unknown
Tsuki ni Yori Sou Otome no Sahou: Hidamari no Hibi,PSV,2015,Adventure,0.0,0.0,0.02,0.0,,,unknown
Kazoku Keikaku,PSP,2010,Adventure,0.0,0.0,0.02,0.0,,,unknown
Resident Evil 5 HD,XOne,2016,Action,0.02,0.0,0.0,0.0,,,unknown
Super Fruit Fall,Wii,2006,Puzzle,0.01,0.0,0.0,0.0,,,E
Jelly Belly: Ballistic Beans,Wii,2009,Puzzle,0.02,0.0,0.0,0.0,,,E
Army Rescue,Wii,2009,Shooter,0.02,0.0,0.0,0.0,,,E
Tom Clancy's Splinter Cell Classic Trilogy HD,PS3,2011,Action,0.02,0.0,0.0,0.0,67.0,68.0,M
"Transformers: Revenge of the Fallen (XBox 360, PS3, & PC Versions)",PC,2009,Shooter,0.02,0.0,0.0,0.0,,,unknown
UFO: Trilogy,PC,2007,Strategy,0.0,0.02,0.0,0.0,,,unknown
Amatsumi Sora ni! Kumo no Hatate ni,PSV,2015,Adventure,0.0,0.0,0.02,0.0,,,unknown
Dark Tales: Edgar Allan Poe's The Premature Burial,PC,2012,Puzzle,0.0,0.02,0.0,0.0,,,unknown
Aoishiro,PS2,2008,Adventure,0.0,0.0,0.02,0.0,,,unknown
Mount & Blade: Warband,PC,2010,Role-Playing,0.01,0.01,0.0,0.0,,,unknown
Virtual Kasparov,GBA,2002,Strategy,0.01,0.01,0.0,0.0,70.0,,E
Codename: Kids Next Door: Operation V.I.D.E.O.G.A.M.E.,XB,2005,Platform,0.01,0.0,0.0,0.0,57.0,,E10+
PC Engine Best Collection: Tengai Makyou Collection,PSP,2008,Role-Playing,0.0,0.0,0.02,0.0,,,unknown
Kung Fu Panda: Showdown of Legendary Legends,PS3,2015,Action,0.0,0.02,0.0,0.0,,,E10+
Kung Fu Panda: Showdown of Legendary Legends,X360,2015,Action,0.0,0.02,0.0,0.0,,68.0,E10+
Speed Kings,GC,2003,Racing,0.01,0.0,0.0,0.0,59.0,,E
Mighty No. 9,XOne,2016,Platform,0.02,0.0,0.0,0.0,55.0,42.0,E10+
You Don't Know Jack,PC,1995,Misc,0.02,0.0,0.0,0.0,,,unknown
Crysis: Warhead,PC,2008,Shooter,0.0,0.02,0.0,0.0,84.0,79.0,M
ESPN MLS ExtraTime 2002,XB,2002,Sports,0.01,0.0,0.0,0.0,68.0,,E
Worldwide Soccer Manager 2007,PC,2006,Sports,0.0,0.02,0.0,0.0,87.0,,E
Zettai Meikyuu Grimm: Nanatsu no Kagi to Rakuen no Otome,PSP,2010,Misc,0.0,0.0,0.02,0.0,,,unknown
The Sims 2: Family Fun Stuff,PC,2006,Simulation,0.0,0.01,0.0,0.0,,41.0,T
Dreamer Series: Horse Trainer,DS,2008,Simulation,0.02,0.0,0.0,0.0,,,unknown
Hogs of War,PS,2000,Strategy,0.01,0.01,0.0,0.0,62.0,88.0,T
Elven Legacy,PC,2009,Strategy,0.02,0.0,0.0,0.0,71.0,71.0,T
Katekyoo Hitman Reborn! Dream Hyper Battle!,PS2,2007,Fighting,0.0,0.0,0.02,0.0,,,unknown
Muchi Muchi Pork & Pink Sweets,X360,2011,Shooter,0.0,0.0,0.02,0.0,,,unknown
Trapped Dead,PC,2011,Strategy,0.0,0.02,0.0,0.0,50.0,47.0,unknown
Meiji Toukyou Renka,PSP,2013,Adventure,0.0,0.0,0.02,0.0,,,unknown
Point Blank 3,PS,2000,Shooter,0.01,0.01,0.0,0.0,78.0,84.0,T
Mushihimesama,X360,2012,Action,0.0,0.0,0.02,0.0,,,unknown
Higurashi no Naku Koro ni: Jan,PSP,2009,Misc,0.0,0.0,0.02,0.0,,,unknown
Ratchet & Clank Collection,PSV,2014,Action,0.0,0.01,0.0,0.0,,,unknown
Elvandia Story,PS2,2007,Role-Playing,0.0,0.0,0.02,0.0,,,unknown
Winning Post 8 2016,PS4,2016,Simulation,0.0,0.0,0.02,0.0,,,unknown
Soukoku no Kusabi: Hiiro no Kakera 3 - Ashita e no Tobira,PSP,2012,Action,0.0,0.0,0.02,0.0,,,unknown
Triggerheart Excelica Enhanced,PS2,2009,Shooter,0.0,0.0,0.02,0.0,,,unknown
Vietcong,PC,2003,Shooter,0.0,0.02,0.0,0.0,74.0,87.0,T
Nervous Brickdown,DS,2007,Puzzle,0.0,0.01,0.0,0.0,70.0,75.0,E
Puzzle Star Sweep,PS,1997,Puzzle,0.01,0.01,0.0,0.0,,,unknown
Battle Spirits: Kiseki no Hasha,PSP,2009,Role-Playing,0.0,0.0,0.02,0.0,,,unknown
Maximum Racing: Crash Car Racer,Wii,2010,Racing,0.01,0.01,0.0,0.0,,,E
The Conveni 4,PS2,2006,Simulation,0.0,0.0,0.02,0.0,,,unknown
The Cheetah Girls,GBA,2006,Misc,0.01,0.0,0.0,0.0,,,E
Charlie's Angels,GC,2003,Action,0.01,0.0,0.0,0.0,23.0,33.0,T
Kamen Rider: Battride War II,WiiU,2014,Action,0.0,0.0,0.02,0.0,,,unknown
Niko Puchi Girls Runway,3DS,2015,Misc,0.0,0.0,0.02,0.0,,,unknown
uDraw Studio: Instant Artist,X360,2011,Misc,0.01,0.01,0.0,0.0,54.0,57.0,E
The Testament of Sherlock Holmes,X360,2012,Adventure,0.0,0.02,0.0,0.0,64.0,76.0,M
Seitokai no Ichizon: DS-suru Seitokai,DS,2010,Adventure,0.0,0.0,0.02,0.0,,,unknown
Disney Infinity,PSV,2013,Action,0.01,0.0,0.0,0.0,,,unknown
Guitar Hero III: Legends of Rock,PC,2007,Misc,0.02,0.0,0.0,0.0,79.0,72.0,T
Teenage Mutant Ninja Turtles Double Pack,GBA,2006,Action,0.01,0.0,0.0,0.0,,,unknown
The Crew: Wild Run,XOne,2015,Action,0.0,0.02,0.0,0.0,65.0,66.0,T
Prism Ark: Awake,PS2,2008,Adventure,0.0,0.0,0.02,0.0,,,unknown
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.8,PS3,2016,Misc,0.0,0.0,0.02,0.0,,,unknown
Rozen Maiden: Duellwalzer,PS2,2006,Adventure,0.0,0.0,0.02,0.0,,,unknown
Rugby 06,XB,2006,Sports,0.01,0.0,0.0,0.0,76.0,,unknown
Winter Blast: 9 Snow & Ice Games,Wii,2010,Sports,0.02,0.0,0.0,0.0,,,unknown
Coven and Labyrinth of Refrain,PSV,2016,Action,0.0,0.0,0.02,0.0,,,unknown
Marvel Avengers: Battle for Earth,X360,2012,Action,0.02,0.0,0.0,0.0,62.0,73.0,T
Natsuiro High School: Seishun Hakusho,PS3,2015,Action,0.0,0.0,0.02,0.0,,,unknown
Uppers,PSV,2016,Action,0.0,0.0,0.02,0.0,,,unknown
Shrek / Shark Tale Game Boy Advance Video,GBA,2006,Misc,0.01,0.0,0.0,0.0,,,unknown
Lovely x Cation 1 & 2,PSV,2015,Action,0.0,0.0,0.02,0.0,,,unknown
Urban Chaos: Riot Response,XB,2006,Shooter,0.01,0.0,0.0,0.0,72.0,86.0,M
Starship Troopers,PC,2005,Shooter,0.0,0.02,0.0,0.0,46.0,61.0,M
Downtown Nekketsu Koushinkyoku: Soreyuke Daiundoukai All-Star Special,PS3,2015,Action,0.0,0.0,0.02,0.0,,,unknown
Ginga Fukei Densetsu: Sapphire,TG16,1995,Shooter,0.0,0.0,0.02,0.0,,,unknown
Katekyoo Hitman Reborn!! Let's Ansatsu!? Nerawareta 10 Daime!,PS2,2007,Action,0.0,0.0,0.02,0.0,,,unknown
The Mummy,GBA,2002,Action,0.01,0.0,0.0,0.0,72.0,,E
Guitar Freaks V3 & DrumMania V3,PS2,2007,Simulation,0.0,0.0,0.02,0.0,,,unknown
Chrysler Classic Racing,DS,2008,Racing,0.02,0.0,0.0,0.0,,,E
The Crow: City of Angels,PS,1997,Action,0.01,0.01,0.0,0.0,,,unknown
Military History: Commander - Europe at War,PSP,2009,Strategy,0.0,0.01,0.0,0.01,,,unknown
Snow Portable,PSP,2007,Adventure,0.0,0.0,0.02,0.0,,,unknown
Heroes of the Pacific,PC,2005,Simulation,0.0,0.02,0.0,0.0,76.0,67.0,T
Poyo Poyo Kansatsu Nikki,3DS,2012,Action,0.0,0.0,0.02,0.0,,,unknown
Jinsei Game DS,DS,2006,Misc,0.0,0.0,0.02,0.0,,,unknown
Guitar Freaks & DrumMania: Masterpiece Gold,PS2,2007,Simulation,0.0,0.0,0.02,0.0,,,unknown
7 Roses: A Darkness Rises,PC,2015,Misc,0.0,0.02,0.0,0.0,,,unknown
Nil Admirari no Tenbin: Teito Genwaku Toukidan,PSV,2016,Adventure,0.0,0.0,0.02,0.0,,,unknown
Broken Sword: The Sleeping Dragon,XB,2003,Adventure,0.01,0.0,0.0,0.0,77.0,83.0,T
Reversal Challenge,DS,2009,Misc,0.02,0.0,0.0,0.0,,,E
Darksiders,PS3,2010,Action,0.01,0.0,0.0,0.0,82.0,79.0,M
Tycoon City: New York,PC,2006,Strategy,0.0,0.02,0.0,0.0,67.0,83.0,T
Miyako,PSP,2010,Adventure,0.0,0.0,0.02,0.0,,,unknown
Motto NUGA-CEL!,PSP,2010,Adventure,0.0,0.0,0.02,0.0,,,unknown
NHL 09,PC,2008,Sports,0.0,0.02,0.0,0.0,62.0,41.0,E10+
Yu-Gi-Oh! GX: The Beginning of Destiny (JP sales),PS2,2007,Strategy,0.0,0.0,0.02,0.0,,,unknown
Super Dodge Ball,NG,1995,Sports,0.0,0.0,0.02,0.0,,,unknown
11eyes: CrossOver,PSP,2010,Adventure,0.0,0.0,0.02,0.0,,,unknown
Gon: BakuBakuBakuBaku Adventure,3DS,2012,Action,0.0,0.0,0.02,0.0,,,unknown
Style Book: Junior City,DS,2006,Misc,0.0,0.0,0.02,0.0,,,unknown
Earth Seeker,Wii,2011,Role-Playing,0.0,0.0,0.02,0.0,,,unknown
The Crew: Wild Run,PC,2015,Action,0.0,0.02,0.0,0.0,74.0,74.0,T
"Warhammer 40,000: Dawn of War: Soulstorm",PC,2008,Strategy,0.0,0.02,0.0,0.0,,,unknown
IGT Slots: Lucky Larry's Lobstermania,PC,2011,Simulation,0.02,0.0,0.0,0.0,,,unknown
Atlantic Quest,PC,2011,Puzzle,0.0,0.02,0.0,0.0,,,unknown
Bakumatsu Rock: Ultra Soul,PSV,2014,Misc,0.0,0.0,0.02,0.0,,,unknown
Barbie as the Princess and the Pauper,GBA,2004,Adventure,0.01,0.0,0.0,0.0,,,E
Tantei Opera: Milky Holmes,PSP,2010,Adventure,0.0,0.0,0.02,0.0,,,unknown
PopCap Hits!,X360,2011,Misc,0.0,0.02,0.0,0.0,,,unknown
Entaku no Seito: The Eternal Legend,PSP,2012,Role-Playing,0.0,0.0,0.02,0.0,,,unknown
New Atelier Rorona: Hajimari no Monogatari,3DS,2015,Action,0.0,0.0,0.02,0.0,,,unknown
WorldShift,PC,2009,Strategy,0.02,0.0,0.0,0.0,63.0,81.0,T
My Hero: Doctor,DS,2009,Action,0.02,0.0,0.0,0.0,,,E10+
Rainbow Islands Revolution,DS,2005,Platform,0.01,0.0,0.0,0.0,54.0,,E
Sega Ages 2500 Series Vol. 29: Monster World Complete Collection,PS2,2007,Role-Playing,0.0,0.0,0.02,0.0,,,unknown
Pillars of Eternity,PC,2014,Role-Playing,0.0,0.02,0.0,0.0,89.0,83.0,M
Cabela's Alaskan Adventure,PS2,2099,Sports,0.01,0.01,0.0,0.0,,,unknown
Metal Fight Beyblade Portable: Chouzetsu Tensei Vulcan Horses,PSP,2010,Action,0.0,0.0,0.02,0.0,,,unknown
Elf Bowling 1 & 2,DS,2005,Sports,0.02,0.0,0.0,0.0,,,unknown
"Moshi, Kono Sekai ni Kami-sama ga Iru to suru Naraba.",PSV,2016,Adventure,0.0,0.0,0.02,0.0,,,unknown
Germany's Next Topmodel 2011,Wii,2011,Simulation,0.0,0.02,0.0,0.0,,,unknown
Heavy Fire: Afghanistan,PC,2011,Shooter,0.02,0.0,0.0,0.0,,32.0,unknown
Arabians Lost: The Engagement on Desert,PS2,2007,Adventure,0.0,0.0,0.02,0.0,,,unknown
Legendary,PC,2008,Shooter,0.0,0.01,0.0,0.0,50.0,66.0,M
Densha de Go! Tokubetsu-hen: Fukkatsu Shouwa no Yamatesen,DS,2010,Simulation,0.0,0.0,0.02,0.0,,,unknown
Garfield Gets Real,DS,2009,Action,0.0,0.02,0.0,0.0,39.0,,E
SD Gundam Sangokuden Brave Battle Warriors: Shin Mirisha Taisen,DS,2010,Action,0.0,0.0,0.02,0.0,,,unknown
